19919,fa2021,"2"
19918,fa2021,"2"
19917,fa2021,"2"
19916,fa2021,"2"
10236,fa2021,"2"
11960,fa2021,"2"
31577,sp2021,"2"
31576,sp2021,"2"
31574,sp2021,"2"
27681,sp2021,"2"
28382,sp2021,"2"
22130,sp2021,"2"
20291,sp2021,"2"
11350,fa2021,"2"
20708,fa2021,"2"
20709,fa2021,"2"
12765,fa2021,"2"
10091,fa2021,"2"
15424,fa2021,"2"
11759,fa2021,"2"
15595,fa2021,"2"
11674,fa2021,"2"
15444,fa2021,"2"
11315,fa2021,"2"
11123,fa2021,"2"
17958,fa2021,"2"
14501,fa2021,"2"
14974,fa2021,"2"
13512,fa2021,"2"
21099,sp2021,"2"
21298,sp2021,"2"
21211,sp2021,"2"
20670,sp2021,"2"
30044,sp2021,"2"
20343,sp2021,"2"
20235,sp2021,"2"
27414,sp2021,"2"
20550,sp2021,"2"
31450,sp2021,"2"
32207,sp2021,"2"
32145,sp2021,"2"
32359,sp2021,"2"
25321,sp2021,"2"
20687,sp2021,"2"
27442,sp2021,"2"
27237,sp2021,"2"
24592,sp2021,"2"
24053,sp2021,"2"
11673,fa2021,"2"
10510,fa2021,"2"
10238,fa2021,"2"
10898,fa2021,"2"
20765,sp2021,"2"
20254,sp2021,"2"
19928,fa2021,"2"
11121,fa2021,"2"
11122,fa2021,"2"
10730,fa2021,"2"
11239,fa2021,"2"
11249,fa2021,"2"
10662,fa2021,"2"
11281,fa2021,"2"
11306,fa2021,"2"
10443,fa2021,"2"
12369,fa2021,"2"
13356,fa2021,"2"
14460,fa2021,"2"
18574,fa2021,"2"
19927,fa2021,"2"
19925,fa2021,"2"
19924,fa2021,"2"
19923,fa2021,"2"
19922,fa2021,"2"
19926,fa2021,"2"
13135,fa2021,"2"
13137,fa2021,"2"
13134,fa2021,"2"
13136,fa2021,"2"
13133,fa2021,"2"
19921,fa2021,"2"
19920,fa2021,"2"
14102,fa2021,"2"
13139,fa2021,"2"
13138,fa2021,"2"
15481,fa2021,"2"
19915,fa2021,"2"
11404,fa2021,"2"
11403,fa2021,"2"
13729,fa2021,"2"
19914,fa2021,"2"
19912,fa2021,"2"
19911,fa2021,"2"
19910,fa2021,"2"
17531,fa2021,"2"
17533,fa2021,"2"
17534,fa2021,"2"
17535,fa2021,"2"
19909,fa2021,"2"
19908,fa2021,"2"
19907,fa2021,"2"
19906,fa2021,"2"
20714,fa2021,"2"
20715,fa2021,"2"
20716,fa2021,"2"
20717,fa2021,"2"
16166,fa2021,"2"
16167,fa2021,"2"
16168,fa2021,"2"
16406,fa2021,"2"
15332,fa2021,"2"
15422,fa2021,"2"
16169,fa2021,"2"
16170,fa2021,"2"
14489,fa2021,"2"
16171,fa2021,"2"
16172,fa2021,"2"
16393,fa2021,"2"
13140,fa2021,"2"
16173,fa2021,"2"
16174,fa2021,"2"
