40,"20712","fa2021"
40,"31468","sp2021"
40,"19859","fa2021"
40,"26643","sp2021"
40,"31435","sp2021"
40,"20842","fa2021"
40,"20508","sp2021"
40,"20631","sp2021"
40,"14974","fa2021"
40,"31525","sp2021"
40,"16167","fa2021"
40,"19903","fa2021"
40,"19902","fa2021"
40,"19846","fa2021"
40,"19901","fa2021"
40,"13646","fa2021"
40,"20945","sp2021"
40,"13154","fa2021"
40,"11380","fa2021"
40,"13592","fa2021"
40,"19853","fa2021"
40,"26138","sp2021"
40,"23268","sp2021"
40,"31447","sp2021"
40,"28369","sp2021"
40,"31446","sp2021"
40,"10900","fa2021"
40,"19923","fa2021"
41,"19924","fa2021"
41,"15481","fa2021"
41,"27237","sp2021"
41,"31524","sp2021"
41,"16168","fa2021"
42,"31530","sp2021"
42,"31529","sp2021"
42,"31528","sp2021"
42,"31527","sp2021"
42,"31526","sp2021"
42,"12776","fa2021"
42,"31523","sp2021"
42,"16406","fa2021"
43,"19854","fa2021"
43,"23547","sp2021"
43,"31440","sp2021"
43,"14870","fa2021"
43,"31522","sp2021"
43,"31491","sp2021"
44,"19919","fa2021"
44,"19918","fa2021"
44,"19917","fa2021"
44,"19916","fa2021"
44,"19928","fa2021"
44,"12321","fa2021"
44,"22127","sp2021"
44,"31460","sp2021"
44,"31459","sp2021"
44,"16181","fa2021"
44,"31521","sp2021"
44,"31488","sp2021"
45,"31475","sp2021"
45,"31474","sp2021"
45,"21313","sp2021"
45,"16182","fa2021"
45,"33211","sp2021"
45,"33202","sp2021"
46,"21227","sp2021"
46,"24269","sp2021"
46,"32742","sp2021"
46,"23859","sp2021"
46,"20754","fa2021"
46,"17588","fa2021"
47,"11404","fa2021"
47,"15332","fa2021"
47,"15422","fa2021"
47,"16169","fa2021"
47,"16170","fa2021"
47,"26051","sp2021"
47,"26644","sp2021"
47,"26961","sp2021"
47,"26645","sp2021"
47,"26646","sp2021"
47,"31458","sp2021"
47,"24592","sp2021"
47,"10236","fa2021"
47,"32878","sp2021"
47,"29400","sp2021"
47,"17589","fa2021"
48,"19879","fa2021"
48,"19876","fa2021"
48,"31563","sp2021"
48,"31561","sp2021"
48,"31560","sp2021"
48,"31559","sp2021"
48,"31558","sp2021"
48,"31557","sp2021"
48,"31556","sp2021"
48,"31555","sp2021"
48,"31554","sp2021"
48,"31553","sp2021"
48,"31442","sp2021"
48,"22130","sp2021"
